technique_id,is_subtechnique,technique,tactics,data_source,data_component,event_id,event_name,channel,audit_sub_category,log_source
T1622,False,Debugger Evasion,defense-evasion;discovery,process,os api execution,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1622,False,Debugger Evasion,defense-evasion;discovery,process,os api execution,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1622,False,Debugger Evasion,defense-evasion;discovery,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1622,False,Debugger Evasion,defense-evasion;discovery,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1622,False,Debugger Evasion,defense-evasion;discovery,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1622,False,Debugger Evasion,defense-evasion;discovery,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1622,False,Debugger Evasion,defense-evasion;discovery,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1622,False,Debugger Evasion,defense-evasion;discovery,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1622,False,Debugger Evasion,defense-evasion;discovery,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1622,False,Debugger Evasion,defense-evasion;discovery,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1622,False,Debugger Evasion,defense-evasion;discovery,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session metadata,4703,A token right was adjusted.,Security,Authorization Policy Change,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session metadata,4673,A privileged service was called.,Security,Sensitive Privilege Use,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session metadata,4674,An operation was attempted on a privileged object.,Security,Sensitive Privilege Use,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session metadata,4610,An authentication package has been loaded by the Local Security Authority.,Security,Security System Extension,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session metadata,4611,A trusted logon process has been registered with the Local Security Authority.,Security,Security System Extension,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session metadata,4614,A notification package has been loaded by the Security Account Manager.,Security,Security System Extension,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session metadata,4622,A security package has been loaded by the Local Security Authority.,Security,Security System Extension,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session creation,4624,An account was successfully logged on.,Security,Logon,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session creation,4778,A session was reconnected to a Window Station.,Security,Other Logon/Logoff Events,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session creation,DeviceLogonEvents,DeviceLogonEvents,,,Microsoft Defender for Endpoint
T1621,False,Multi-Factor Authentication Request Generation,credential-access,logon session,logon session creation,4964,Special groups have been assigned to a new logon.,Security,Special Logon,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,user account,user account authentication,4624,An account was successfully logged on.,Security,Logon,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,user account,user account authentication,4625,An account failed to log on.,Security,Account Lockout,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,user account,user account authentication,4648,A logon was attempted using explicit credentials.,Security,Logon,Microsoft-Windows-Security-Auditing
T1621,False,Multi-Factor Authentication Request Generation,credential-access,user account,user account authentication,DeviceLogonEvents,DeviceLogonEvents,,,Microsoft Defender for Endpoint
T1621,False,Multi-Factor Authentication Request Generation,credential-access,user account,user account authentication,4776,The domain controller or local computer attempted to validate the credentials for an account.,Security,Credential Validation,Microsoft-Windows-Security-Auditing
T1505.005,True,Terminal Services DLL,persistence,module,module load,7,Image loaded.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.005,True,Terminal Services DLL,persistence,module,module load,DeviceImageLoadEvents,DeviceImageLoadEvents,,,Microsoft Defender for Endpoint
T1505.005,True,Terminal Services DLL,persistence,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1505.005,True,Terminal Services DLL,persistence,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.005,True,Terminal Services DLL,persistence,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1505.005,True,Terminal Services DLL,persistence,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.005,True,Terminal Services DLL,persistence,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1505.005,True,Terminal Services DLL,persistence,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1505.005,True,Terminal Services DLL,persistence,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.005,True,Terminal Services DLL,persistence,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1505.005,True,Terminal Services DLL,persistence,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1505.005,True,Terminal Services DLL,persistence,file,file modification,4670,Permissions on an object were changed.,Security,File System,Microsoft-Windows-Security-Auditing
T1505.005,True,Terminal Services DLL,persistence,file,file modification,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1505.005,True,Terminal Services DLL,persistence,file,file modification,2,A process changed a file creation time.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.005,True,Terminal Services DLL,persistence,file,file modification,11,FileCreate.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.005,True,Terminal Services DLL,persistence,windows registry,windows registry key modification,13,RegistryEvent (Value Set).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.005,True,Terminal Services DLL,persistence,windows registry,windows registry key modification,14,RegistryEvent (Key and Value Rename).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.005,True,Terminal Services DLL,persistence,windows registry,windows registry key modification,4657,A registry value was modified.,Security,Registry,Microsoft-Windows-Security-Auditing
T1505.005,True,Terminal Services DLL,persistence,windows registry,windows registry key modification,4670,Permissions on an object were changed.,Security,Registry,Microsoft-Windows-Security-Auditing
T1505.005,True,Terminal Services DLL,persistence,windows registry,windows registry key modification,DeviceRegistryEvents,DeviceRegistryEvents,,,Microsoft Defender for Endpoint
T1098.005,True,Device Registration,persistence,active directory,active directory object creation,5137,A directory service object was created.,Security,Directory Service Changes,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4738,A user account was changed.,Security,User Account Management,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4781,The name of an account was changed.,Security,User Account Management,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4742,A computer account was changed.,Security,Computer Account Management,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1098.005,True,Device Registration,persistence,user account,user account modification,4740,A user account was locked out.,Security,User Account Management,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4767,A user account was unlocked.,Security,User Account Management,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4722,A user account was enabled.,Security,User Account Management,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4717,System security access was granted to an account.,Security,Authentication Policy Change,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4718,System security access was removed from an account.,Security,Authentication Policy Change,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4725,A user account was disabled.,Security,User Account Management,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4723,An attempt was made to change an account's password.,Security,User Account Management,Microsoft-Windows-Security-Auditing
T1098.005,True,Device Registration,persistence,user account,user account modification,4724,An attempt was made to reset an account's password.,Security,User Account Management,Microsoft-Windows-Security-Auditing
T1574.013,True,KernelCallbackTable,persistence;privilege-escalation;defense-evasion,process,os api execution,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1574.013,True,KernelCallbackTable,persistence;privilege-escalation;defense-evasion,process,os api execution,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,script,script execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,script,script execution,4104,Script Block Logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,script,script execution,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,active directory,active directory object modification,5136,A directory service object was modified.,Security,Directory Service Changes,Microsoft-Windows-Security-Auditing
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,active directory,active directory object modification,5139,A directory service object was moved.,Security,Directory Service Changes,Microsoft-Windows-Security-Auditing
T1556.005,True,Reversible Encryption,credential-access;defense-evasion;persistence,active directory,active directory object modification,4719,System audit policy was changed.,Security,Policy Change,Microsoft-Windows-Security-Auditing
T1055.015,True,ListPlanting,defense-evasion;privilege-escalation,process,process modification,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1055.015,True,ListPlanting,defense-evasion;privilege-escalation,process,process modification,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1055.015,True,ListPlanting,defense-evasion;privilege-escalation,process,os api execution,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1055.015,True,ListPlanting,defense-evasion;privilege-escalation,process,os api execution,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1564.010,True,Process Argument Spoofing,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1564.010,True,Process Argument Spoofing,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1564.010,True,Process Argument Spoofing,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1564.010,True,Process Argument Spoofing,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1564.010,True,Process Argument Spoofing,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1562.010,True,Downgrade Attack,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1562.010,True,Downgrade Attack,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.010,True,Downgrade Attack,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1562.010,True,Downgrade Attack,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1562.010,True,Downgrade Attack,defense-evasion,process,process metadata,5,Process terminated.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.010,True,Downgrade Attack,defense-evasion,process,process metadata,30,EventID(30),,,Microsoft-Windows-LDAP-Client/Debug
T1562.010,True,Downgrade Attack,defense-evasion,process,process metadata,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1562.010,True,Downgrade Attack,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1562.010,True,Downgrade Attack,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.010,True,Downgrade Attack,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1562.010,True,Downgrade Attack,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.010,True,Downgrade Attack,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1620,False,Reflective Code Loading,defense-evasion,script,script execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1620,False,Reflective Code Loading,defense-evasion,script,script execution,4104,Script Block Logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1620,False,Reflective Code Loading,defense-evasion,script,script execution,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1620,False,Reflective Code Loading,defense-evasion,module,module load,7,Image loaded.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1620,False,Reflective Code Loading,defense-evasion,module,module load,DeviceImageLoadEvents,DeviceImageLoadEvents,,,Microsoft Defender for Endpoint
T1620,False,Reflective Code Loading,defense-evasion,process,os api execution,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1620,False,Reflective Code Loading,defense-evasion,process,os api execution,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.014,True,MMC,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.014,True,MMC,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.014,True,MMC,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.014,True,MMC,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.014,True,MMC,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.014,True,MMC,defense-evasion,file,file creation,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1218.014,True,MMC,defense-evasion,file,file creation,4663,An attempt was made to access an object.,Security,File System,Microsoft-Windows-Security-Auditing
T1218.014,True,MMC,defense-evasion,file,file creation,11,FileCreate,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.014,True,MMC,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.014,True,MMC,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.014,True,MMC,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.014,True,MMC,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.013,True,Mavinject,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.013,True,Mavinject,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.013,True,Mavinject,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.013,True,Mavinject,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.013,True,Mavinject,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.013,True,Mavinject,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.013,True,Mavinject,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.013,True,Mavinject,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.013,True,Mavinject,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1614.001,True,System Language Discovery,discovery,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1614.001,True,System Language Discovery,discovery,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1614.001,True,System Language Discovery,discovery,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1614.001,True,System Language Discovery,discovery,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1614.001,True,System Language Discovery,discovery,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1614.001,True,System Language Discovery,discovery,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1614.001,True,System Language Discovery,discovery,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1614.001,True,System Language Discovery,discovery,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1614.001,True,System Language Discovery,discovery,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1614.001,True,System Language Discovery,discovery,process,os api execution,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1614.001,True,System Language Discovery,discovery,process,os api execution,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1614.001,True,System Language Discovery,discovery,windows registry,windows registry key access,4663,An attempt was made to access an object.,Security,Registry,Microsoft-Windows-Security-Auditing
T1614.001,True,System Language Discovery,discovery,windows registry,windows registry key access,4656,A handle to an object was requested.,Security,Registry,Microsoft-Windows-Security-Auditing
T1615,,Group Policy Discovery,discovery,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1615,,Group Policy Discovery,discovery,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1615,,Group Policy Discovery,discovery,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1615,,Group Policy Discovery,discovery,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1615,,Group Policy Discovery,discovery,active directory,active directory object access,4661,A handle to an object was requested.,Security,Directory Service Access,Microsoft-Windows-Security-Auditing
T1615,,Group Policy Discovery,discovery,active directory,active directory object access,4662,An operation was performed on an object.,Security,Directory Service Access,Microsoft-Windows-Security-Auditing
T1615,,Group Policy Discovery,discovery,active directory,active directory object access,4932,Synchronization of a replica of an Active Directory naming context has begun.,Security,Directory Service Replication,Microsoft-Windows-Security-Auditing
T1615,,Group Policy Discovery,discovery,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1615,,Group Policy Discovery,discovery,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1615,,Group Policy Discovery,discovery,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1615,,Group Policy Discovery,discovery,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1615,,Group Policy Discovery,discovery,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1615,,Group Policy Discovery,discovery,script,script execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1615,,Group Policy Discovery,discovery,script,script execution,4104,Script Block Logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1615,,Group Policy Discovery,discovery,script,script execution,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1036.007,True,Double File Extension,defense-evasion,file,file creation,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1036.007,True,Double File Extension,defense-evasion,file,file creation,4663,An attempt was made to access an object.,Security,File System,Microsoft-Windows-Security-Auditing
T1036.007,True,Double File Extension,defense-evasion,file,file creation,11,FileCreate,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.009,True,Safe Mode Boot,defense-evasion,windows registry,windows registry key modification,13,RegistryEvent (Value Set).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.009,True,Safe Mode Boot,defense-evasion,windows registry,windows registry key modification,14,RegistryEvent (Key and Value Rename).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.009,True,Safe Mode Boot,defense-evasion,windows registry,windows registry key modification,4657,A registry value was modified.,Security,Registry,Microsoft-Windows-Security-Auditing
T1562.009,True,Safe Mode Boot,defense-evasion,windows registry,windows registry key modification,4670,Permissions on an object were changed.,Security,Registry,Microsoft-Windows-Security-Auditing
T1562.009,True,Safe Mode Boot,defense-evasion,windows registry,windows registry key modification,DeviceRegistryEvents,DeviceRegistryEvents,,,Microsoft Defender for Endpoint
T1562.009,True,Safe Mode Boot,defense-evasion,windows registry,windows registry key creation,12,RegistryEvent (Object create and delete).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.009,True,Safe Mode Boot,defense-evasion,windows registry,windows registry key creation,DeviceRegistryEvents,DeviceRegistryEvents,,,Microsoft Defender for Endpoint
T1562.009,True,Safe Mode Boot,defense-evasion,windows registry,windows registry key creation,4657,A registry value was modified.,Security,Registry,Microsoft-Windows-Security-Auditing
T1562.009,True,Safe Mode Boot,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1562.009,True,Safe Mode Boot,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.009,True,Safe Mode Boot,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1562.009,True,Safe Mode Boot,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1562.009,True,Safe Mode Boot,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1562.009,True,Safe Mode Boot,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.009,True,Safe Mode Boot,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1562.009,True,Safe Mode Boot,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1562.009,True,Safe Mode Boot,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1564.008,True,Email Hiding Rules,defense-evasion,file,file modification,4670,Permissions on an object were changed.,Security,File System,Microsoft-Windows-Security-Auditing
T1564.008,True,Email Hiding Rules,defense-evasion,file,file modification,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1564.008,True,Email Hiding Rules,defense-evasion,file,file modification,2,A process changed a file creation time.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1564.008,True,Email Hiding Rules,defense-evasion,file,file modification,11,FileCreate.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1564.008,True,Email Hiding Rules,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1564.008,True,Email Hiding Rules,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1564.008,True,Email Hiding Rules,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1564.008,True,Email Hiding Rules,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1505.004,True,IIS Components,persistence,file,file creation,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1505.004,True,IIS Components,persistence,file,file creation,4663,An attempt was made to access an object.,Security,File System,Microsoft-Windows-Security-Auditing
T1505.004,True,IIS Components,persistence,file,file creation,11,FileCreate,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.004,True,IIS Components,persistence,file,file modification,4670,Permissions on an object were changed.,Security,File System,Microsoft-Windows-Security-Auditing
T1505.004,True,IIS Components,persistence,file,file modification,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1505.004,True,IIS Components,persistence,file,file modification,2,A process changed a file creation time.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.004,True,IIS Components,persistence,file,file modification,11,FileCreate.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.004,True,IIS Components,persistence,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1505.004,True,IIS Components,persistence,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1505.004,True,IIS Components,persistence,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1505.004,True,IIS Components,persistence,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1027.006,True,HTML Smuggling,defense-evasion,file,file creation,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1027.006,True,HTML Smuggling,defense-evasion,file,file creation,4663,An attempt was made to access an object.,Security,File System,Microsoft-Windows-Security-Auditing
T1027.006,True,HTML Smuggling,defense-evasion,file,file creation,11,FileCreate,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
