"Guid","Subcategory","EventID","SourceUrl","Fetched"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","4826","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","4909","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","4910","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","5063","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","5064","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","5065","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","5066","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","5067","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","5068","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","5069","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","5070","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","5447","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","6144","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","6145","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5024","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5025","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5027","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5028","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5029","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5030","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5032","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5033","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5034","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5035","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5037","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5058","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","5059","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6400","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6401","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6402","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6403","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6404","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6405","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6406","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6407","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6408","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9214-69AE-11D9-BED3-505054503030","Other System Events","6409","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-system-events","2026-09-04"
"0CCE9248-69AE-11D9-BED3-505054503030","Plug and Play","6416","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-pnp-activity","2026-09-04"
"0CCE9248-69AE-11D9-BED3-505054503030","Plug and Play","6419","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-pnp-activity","2026-09-04"
"0CCE9248-69AE-11D9-BED3-505054503030","Plug and Play","6420","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-pnp-activity","2026-09-04"
"0CCE9248-69AE-11D9-BED3-505054503030","Plug and Play","6421","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-pnp-activity","2026-09-04"
"0CCE9248-69AE-11D9-BED3-505054503030","Plug and Play","6422","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-pnp-activity","2026-09-04"
"0CCE9248-69AE-11D9-BED3-505054503030","Plug and Play","6423","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-pnp-activity","2026-09-04"
"0CCE9248-69AE-11D9-BED3-505054503030","Plug and Play","6424","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-pnp-activity","2026-09-04"
"0CCE922B-69AE-11D9-BED3-505054503030","Process Creation","4688","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-process-creation","2026-09-04"
"0CCE922B-69AE-11D9-BED3-505054503030","Process Creation","4696","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-process-creation","2026-09-04"
"0CCE9245-69AE-11D9-BED3-505054503030","Removable Storage","4656","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-removable-storage","2026-09-04"
"0CCE9245-69AE-11D9-BED3-505054503030","Removable Storage","4658","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-removable-storage","2026-09-04"
"0CCE9245-69AE-11D9-BED3-505054503030","Removable Storage","4663","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-removable-storage","2026-09-04"
"0CCE922E-69AE-11D9-BED3-505054503030","RPC Events","5712","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-rpc-events","2026-09-04"
"0CCE9220-69AE-11D9-BED3-505054503030","SAM","4661","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-sam","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4727","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4728","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4729","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4730","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4731","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4732","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4733","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4734","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4735","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4737","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
"0CCE9237-69AE-11D9-BED3-505054503030","Security Group Management","4754","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-security-group-management","2026-09-04"
