"Guid","Subcategory","EventID","SourceUrl","Fetched"
"0CCE921C-69AE-11D9-BED3-505054503030","Other Logon/Logoff Events","4779","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-logonlogoff-events","2026-09-04"
"0CCE921C-69AE-11D9-BED3-505054503030","Other Logon/Logoff Events","4800","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-logonlogoff-events","2026-09-04"
"0CCE921C-69AE-11D9-BED3-505054503030","Other Logon/Logoff Events","4801","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-logonlogoff-events","2026-09-04"
"0CCE921C-69AE-11D9-BED3-505054503030","Other Logon/Logoff Events","4802","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-logonlogoff-events","2026-09-04"
"0CCE921C-69AE-11D9-BED3-505054503030","Other Logon/Logoff Events","4803","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-logonlogoff-events","2026-09-04"
"0CCE921C-69AE-11D9-BED3-505054503030","Other Logon/Logoff Events","5378","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-logonlogoff-events","2026-09-04"
"0CCE921C-69AE-11D9-BED3-505054503030","Other Logon/Logoff Events","5632","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-logonlogoff-events","2026-09-04"
"0CCE921C-69AE-11D9-BED3-505054503030","Other Logon/Logoff Events","5633","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-logonlogoff-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","4671","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","4691","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","4698","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","4699","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","4700","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","4701","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","4702","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","5148","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","5149","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","5888","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","5889","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9227-69AE-11D9-BED3-505054503030","Other Object Access Events","5890","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-object-access-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","4714","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
"0CCE9234-69AE-11D9-BED3-505054503030","Other Policy Change Events","4819","https://learn.microsoft.com/windows/security/threat-protection/auditing/audit-other-policy-change-events","2026-09-04"
