technique_id,technique,tactics,log_source,event_codes,channel_detail
T1001,Data Obfuscation,command-and-control,NSM:Flow,,HTTP 
T1001.001,Junk Data,command-and-control,NSM:Flow,,TCP/UDP
T1001.001,Junk Data,command-and-control,WinEventLog:Sysmon,10,
T1001.001,Junk Data,command-and-control,WinEventLog:Sysmon,3;22,
T1001.002,Steganography,command-and-control,NSM:Flow,,Session Transfer Content
T1001.002,Steganography,command-and-control,WinEventLog:Sysmon,1,
T1001.002,Steganography,command-and-control,WinEventLog:Sysmon,11,
T1001.002,Steganography,command-and-control,WinEventLog:Sysmon,3;22,
T1001.003,Protocol or Service Impersonation,command-and-control,NSM:Flow,,SSL/TLS Handshake Analysis
T1001.003,Protocol or Service Impersonation,command-and-control,WinEventLog:Sysmon,3;22,
T1003,OS Credential Dumping,credential-access,WinEventLog:Security,4662,
T1003,OS Credential Dumping,credential-access,WinEventLog:Security,4663;4670;4656,
T1003,OS Credential Dumping,credential-access,WinEventLog:Sysmon,1,
T1003,OS Credential Dumping,credential-access,WinEventLog:Sysmon,10,
T1003.001,LSASS Memory,credential-access,WinEventLog:Security,4673,
T1003.001,LSASS Memory,credential-access,WinEventLog:Sysmon,1,
T1003.001,LSASS Memory,credential-access,WinEventLog:Sysmon,10,
T1003.001,LSASS Memory,credential-access,WinEventLog:Sysmon,11,
T1003.001,LSASS Memory,credential-access,WinEventLog:Sysmon,13;14,
T1003.002,Security Account Manager,credential-access,WinEventLog:Security,4688,
T1003.002,Security Account Manager,credential-access,WinEventLog:Sysmon,11,
T1003.002,Security Account Manager,credential-access,WinEventLog:Sysmon,13;14,
T1003.002,Security Account Manager,credential-access,WinEventLog:Sysmon,2,
T1003.003,NTDS,credential-access,WinEventLog:Microsoft-Windows-VSS,,Volume Shadow Copy Creation
T1003.003,NTDS,credential-access,WinEventLog:Security,4688,
T1003.003,NTDS,credential-access,WinEventLog:Sysmon,11,
T1003.003,NTDS,credential-access,WinEventLog:Sysmon,2,
T1003.004,LSA Secrets,credential-access,WinEventLog:Security,4663;4670;4656,
T1003.004,LSA Secrets,credential-access,WinEventLog:Sysmon,1,
T1003.004,LSA Secrets,credential-access,WinEventLog:Sysmon,10,
T1003.004,LSA Secrets,credential-access,WinEventLog:Sysmon,7,
T1003.005,Cached Domain Credentials,credential-access,WinEventLog:Security,4663;4670;4656,
T1003.005,Cached Domain Credentials,credential-access,WinEventLog:Sysmon,1,
T1003.005,Cached Domain Credentials,credential-access,WinEventLog:Sysmon,10,
T1003.006,DCSync,credential-access,NSM:Content,,Traffic on RPC DRSUAPI
T1003.006,DCSync,credential-access,WinEventLog:Security,4662,
T1003.006,DCSync,credential-access,WinEventLog:Security,4929,
T1005,Data from Local System,collection,WinEventLog:Security,4688,
T1005,Data from Local System,collection,WinEventLog:Sysmon,11,
T1006,Direct Volume Access,stealth,WinEventLog:Security,4688,
T1006,Direct Volume Access,stealth,WinEventLog:Sysmon,10,
T1007,System Service Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1007,System Service Discovery,discovery,WinEventLog:Security,4688,
T1008,Fallback Channels,command-and-control,NSM:Flow,,uncommon ports
T1008,Fallback Channels,command-and-control,WinEventLog:Sysmon,3;22,
T1010,Application Window Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1010,Application Window Discovery,discovery,WinEventLog:Sysmon,10,
T1011,Exfiltration Over Other Network Medium,exfiltration,WinEventLog:Sysmon,11,
T1011,Exfiltration Over Other Network Medium,exfiltration,WinEventLog:Sysmon,3;22,
T1011,Exfiltration Over Other Network Medium,exfiltration,WinEventLog:System,,"EventCode=5005 (WLAN), EventCode=302 (Bluetooth)"
T1011.001,Exfiltration Over Bluetooth,exfiltration,WinEventLog:Sysmon,1,
T1011.001,Exfiltration Over Bluetooth,exfiltration,WinEventLog:Sysmon,11,
T1011.001,Exfiltration Over Bluetooth,exfiltration,WinEventLog:System,8001,
T1012,Query Registry,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1012,Query Registry,discovery,WinEventLog:Sysmon,1,
T1012,Query Registry,discovery,WinEventLog:Sysmon,13;14,
T1014,Rootkit,stealth,WinEventLog:Sysmon,11,
T1014,Rootkit,stealth,WinEventLog:Sysmon,6,
T1014,Rootkit,stealth,WinEventLog:System,7045,
T1016,System Network Configuration Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1016,System Network Configuration Discovery,discovery,WinEventLog:Sysmon,1,
T1016.001,Internet Connection Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1016.001,Internet Connection Discovery,discovery,WinEventLog:Security,5156;5157,
T1016.001,Internet Connection Discovery,discovery,WinEventLog:Sysmon,1,
T1016.002,Wi-Fi Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1016.002,Wi-Fi Discovery,discovery,WinEventLog:Sysmon,1,
T1018,Remote System Discovery,discovery,WinEventLog:Sysmon,1,
T1018,Remote System Discovery,discovery,WinEventLog:Sysmon,3;22,
T1020,Automated Exfiltration,exfiltration,WinEventLog:Security,4688,
T1020,Automated Exfiltration,exfiltration,WinEventLog:Sysmon,3;22,
T1021,Remote Services,lateral-movement,WinEventLog:Security,4624;4648,
T1021,Remote Services,lateral-movement,WinEventLog:Sysmon,1,
T1021,Remote Services,lateral-movement,WinEventLog:Sysmon,3;22,
T1021.001,Remote Desktop Protocol,lateral-movement,WinEventLog:Security,,"EventCode=4778, EventCode=4779"
T1021.001,Remote Desktop Protocol,lateral-movement,WinEventLog:Security,4624;4648,
T1021.001,Remote Desktop Protocol,lateral-movement,WinEventLog:Sysmon,1,
T1021.001,Remote Desktop Protocol,lateral-movement,WinEventLog:Sysmon,3;22,
T1021.002,SMB/Windows Admin Shares,lateral-movement,WinEventLog:Security,4624;4648,
T1021.002,SMB/Windows Admin Shares,lateral-movement,WinEventLog:Sysmon,1,
T1021.002,SMB/Windows Admin Shares,lateral-movement,WinEventLog:Sysmon,3;22,
T1021.003,Distributed Component Object Model,lateral-movement,WinEventLog:Security,4624;4648,
T1021.003,Distributed Component Object Model,lateral-movement,WinEventLog:Sysmon,1,
T1021.003,Distributed Component Object Model,lateral-movement,WinEventLog:Sysmon,3;22,
T1021.003,Distributed Component Object Model,lateral-movement,WinEventLog:Sysmon,7,
T1021.005,VNC,lateral-movement,NSM:Flow,,port 5900 inbound
T1021.005,VNC,lateral-movement,WinEventLog:Security,4624;4648,
T1021.005,VNC,lateral-movement,WinEventLog:Sysmon,1,
T1021.006,Windows Remote Management,lateral-movement,NSM:Connections,,Inbound on ports 5985/5986
T1021.006,Windows Remote Management,lateral-movement,WinEventLog:Security,4624;4648,
T1021.006,Windows Remote Management,lateral-movement,WinEventLog:Sysmon,1,
T1021.006,Windows Remote Management,lateral-movement,WinEventLog:WinRM,6,
T1025,Data from Removable Media,collection,WinEventLog:Security,4663;4670;4656,
T1025,Data from Removable Media,collection,WinEventLog:Sysmon,1,
T1025,Data from Removable Media,collection,WinEventLog:System,2003,
T1027,Obfuscated Files or Information,stealth,WinEventLog:Security,4688,
T1027,Obfuscated Files or Information,stealth,WinEventLog:Sysmon,1,
T1027,Obfuscated Files or Information,stealth,WinEventLog:Sysmon,11,
T1027.001,Binary Padding,stealth,WinEventLog:Security,4663;4670;4656,
T1027.001,Binary Padding,stealth,WinEventLog:Security,4688,
T1027.001,Binary Padding,stealth,WinEventLog:Sysmon,11,
T1027.002,Software Packing,stealth,WinEventLog:Sysmon,1,
T1027.002,Software Packing,stealth,WinEventLog:Sysmon,10,
T1027.003,Steganography,stealth,WinEventLog:Security,4663;4670;4656,
T1027.003,Steganography,stealth,WinEventLog:Sysmon,1,
T1027.003,Steganography,stealth,WinEventLog:Sysmon,3;22,
T1027.004,Compile After Delivery,stealth,WinEventLog:Sysmon,1,
T1027.004,Compile After Delivery,stealth,WinEventLog:Sysmon,11,
T1027.004,Compile After Delivery,stealth,WinEventLog:Sysmon,3;22,
T1027.005,Indicator Removal from Tools,stealth,WinEventLog:Application,1000,
T1027.005,Indicator Removal from Tools,stealth,WinEventLog:Sysmon,1,
T1027.005,Indicator Removal from Tools,stealth,WinEventLog:Sysmon,11,
T1027.006,HTML Smuggling,stealth,EDR:detection,,App reputation telemetry
T1027.006,HTML Smuggling,stealth,Network Traffic,,None
T1027.006,HTML Smuggling,stealth,WinEventLog:Sysmon,1,
T1027.006,HTML Smuggling,stealth,WinEventLog:Sysmon,11,
T1027.006,HTML Smuggling,stealth,WinEventLog:Sysmon,15,
T1027.007,Dynamic API Resolution,stealth,WinEventLog:Sysmon,1,
T1027.007,Dynamic API Resolution,stealth,WinEventLog:Sysmon,7,
T1027.007,Dynamic API Resolution,stealth,etw:Microsoft-Windows-Kernel-Process,,API tracing / stack tracing via ETW or telemetry-based EDR
T1027.008,Stripped Payloads,stealth,EDR:file,,"File Metadata Inspection (Low String Entropy, Missing PDB)"
T1027.008,Stripped Payloads,stealth,WinEventLog:Sysmon,1,
T1027.008,Stripped Payloads,stealth,WinEventLog:Sysmon,11,
T1027.009,Embedded Payloads,stealth,EDR:file,,"File Metadata Analysis (PE overlays, entropy)"
T1027.009,Embedded Payloads,stealth,WinEventLog:Sysmon,1,
T1027.009,Embedded Payloads,stealth,WinEventLog:Sysmon,11,
T1027.010,Command Obfuscation,stealth,WinEventLog:Security,4688,
T1027.011,Fileless Storage,stealth,WinEventLog:Application,,WMI Object Creation Events
T1027.011,Fileless Storage,stealth,WinEventLog:Security,4657,
T1027.012,LNK Icon Smuggling,stealth,WinEventLog:Sysmon,1,
T1027.012,LNK Icon Smuggling,stealth,WinEventLog:Sysmon,15,
T1027.012,LNK Icon Smuggling,stealth,WinEventLog:Sysmon,3;22,
T1027.013,Encrypted/Encoded File,stealth,WinEventLog:Security,4688,
T1027.013,Encrypted/Encoded File,stealth,WinEventLog:Sysmon,10,
T1027.013,Encrypted/Encoded File,stealth,WinEventLog:Sysmon,7,
T1027.014,Polymorphic Code,stealth,WinEventLog:Sysmon,1,
T1027.014,Polymorphic Code,stealth,WinEventLog:Sysmon,10,
T1027.014,Polymorphic Code,stealth,WinEventLog:Sysmon,7,
T1027.015,Compression,stealth,WinEventLog:Sysmon,1,
T1027.015,Compression,stealth,WinEventLog:Sysmon,11,
T1027.016,Junk Code Insertion,stealth,WinEventLog:Sysmon,1,
T1027.016,Junk Code Insertion,stealth,WinEventLog:Sysmon,10,
T1027.016,Junk Code Insertion,stealth,WinEventLog:Sysmon,11,
T1027.017,SVG Smuggling,stealth,WinEventLog:Sysmon,1,
T1027.017,SVG Smuggling,stealth,WinEventLog:Sysmon,11,
T1027.017,SVG Smuggling,stealth,WinEventLog:Sysmon,3;22,
T1027.018,Invisible Unicode,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1027.018,Invisible Unicode,stealth,WinEventLog:Security,4688,
T1027.018,Invisible Unicode,stealth,WinEventLog:Sysmon,1,
T1027.018,Invisible Unicode,stealth,WinEventLog:Sysmon,11,
T1027.018,Invisible Unicode,stealth,WinEventLog:Sysmon,3;22,
T1027.018,Invisible Unicode,stealth,WinEventLog:Sysmon,7,
T1029,Scheduled Transfer,exfiltration,WinEventLog:Sysmon,1,
T1029,Scheduled Transfer,exfiltration,WinEventLog:Sysmon,3;22,
T1029,Scheduled Transfer,exfiltration,WinEventLog:System,106;200,
T1030,Data Transfer Size Limits,exfiltration,NSM:Flow,,NetFlow/sFlow/PCAP
T1030,Data Transfer Size Limits,exfiltration,WinEventLog:Sysmon,3;22,
T1033,System Owner/User Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1033,System Owner/User Discovery,discovery,WinEventLog:Sysmon,1,
T1036,Masquerading,stealth,WinEventLog:Sysmon,1,
T1036,Masquerading,stealth,WinEventLog:System,7045,
T1036.001,Invalid Code Signature,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1036.001,Invalid Code Signature,stealth,WinEventLog:Sysmon,1,
T1036.001,Invalid Code Signature,stealth,WinEventLog:Windows Defender,,Operational log
T1036.002,Right-to-Left Override,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1036.002,Right-to-Left Override,stealth,WinEventLog:Sysmon,1,
T1036.002,Right-to-Left Override,stealth,WinEventLog:Windows Defender,,Operational
T1036.003,Rename Legitimate Utilities,stealth,EDR:AMSI,,None
T1036.003,Rename Legitimate Utilities,stealth,WinEventLog:Sysmon,1,
T1036.003,Rename Legitimate Utilities,stealth,WinEventLog:Sysmon,11,
T1036.004,Masquerade Task or Service,stealth,WinEventLog:Security,4698,
T1036.004,Masquerade Task or Service,stealth,WinEventLog:Sysmon,1,
T1036.004,Masquerade Task or Service,stealth,WinEventLog:System,7045,
T1036.005,Match Legitimate Resource Name or Location,stealth,WinEventLog:Security,4688,
T1036.005,Match Legitimate Resource Name or Location,stealth,WinEventLog:Sysmon,11,
T1036.007,Double File Extension,stealth,WinEventLog:Sysmon,1,
T1036.007,Double File Extension,stealth,WinEventLog:Sysmon,11,
T1036.008,Masquerade File Type,stealth,WinEventLog:Sysmon,1,
T1036.008,Masquerade File Type,stealth,WinEventLog:Sysmon,11,
T1036.010,Masquerade Account Name,stealth,WinEventLog:Security,4720,
T1036.010,Masquerade Account Name,stealth,windows:osquery,,User enumeration with creation/last modified timestamps
T1036.012,Browser Fingerprint,stealth,NSM:Flow,,Inbound HTTP POST with suspicious payload size or user-agent
T1036.012,Browser Fingerprint,stealth,WinEventLog:Sysmon,3;22,
T1036.012,Browser Fingerprint,stealth,etw:Microsoft-Windows-Kernel-Process,,API Calls
T1037,Boot or Logon Initialization Scripts,persistence;privilege-escalation,WinEventLog:Security,4657,
T1037,Boot or Logon Initialization Scripts,persistence;privilege-escalation,WinEventLog:Security,4688,
T1037,Boot or Logon Initialization Scripts,persistence;privilege-escalation,WinEventLog:TaskScheduler,106,
T1037.001,Logon Script (Windows),persistence;privilege-escalation,WinEventLog:Security,4624;4648,
T1037.001,Logon Script (Windows),persistence;privilege-escalation,WinEventLog:Security,4663;4670;4656,
T1037.001,Logon Script (Windows),persistence;privilege-escalation,WinEventLog:Security,4688,
T1037.001,Logon Script (Windows),persistence;privilege-escalation,WinEventLog:System,1502;1503,
T1037.003,Network Logon Script,persistence;privilege-escalation,WinEventLog:Security,4688,
T1037.003,Network Logon Script,persistence;privilege-escalation,WinEventLog:Security,5145,
T1037.003,Network Logon Script,persistence;privilege-escalation,WinEventLog:System,4016;5312,
T1039,Data from Network Shared Drive,collection,WinEventLog:Security,5145,
T1039,Data from Network Shared Drive,collection,WinEventLog:Sysmon,11,
T1040,Network Sniffing,credential-access;discovery,WinEventLog:Security,4688,
T1040,Network Sniffing,credential-access;discovery,WinEventLog:System,7045,
T1041,Exfiltration Over C2 Channel,exfiltration,NSM:Flow,,Flow/PCAP analysis for outbound payloads
T1041,Exfiltration Over C2 Channel,exfiltration,WinEventLog:Security,4663;4670;4656,
T1041,Exfiltration Over C2 Channel,exfiltration,WinEventLog:Sysmon,1,
T1041,Exfiltration Over C2 Channel,exfiltration,WinEventLog:Sysmon,3;22,
T1046,Network Service Discovery,discovery,WinEventLog:Sysmon,1,
T1046,Network Service Discovery,discovery,WinEventLog:Sysmon,3;22,
T1047,Windows Management Instrumentation,execution,WinEventLog:Sysmon,1,
T1047,Windows Management Instrumentation,execution,WinEventLog:Sysmon,3;22,
T1047,Windows Management Instrumentation,execution,WinEventLog:WMI,5857;5858;5860;5861,
T1048,Exfiltration Over Alternative Protocol,exfiltration,WinEventLog:Security,4688,
T1048,Exfiltration Over Alternative Protocol,exfiltration,WinEventLog:Sysmon,11,
T1048,Exfiltration Over Alternative Protocol,exfiltration,WinEventLog:Sysmon,3;22,
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,WinEventLog:Sysmon,1,
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,WinEventLog:Sysmon,3;22,
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,NSM:Flow,,ssl.log - Certificate Analysis
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,WinEventLog:Security,4663;4670;4656,
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,WinEventLog:Sysmon,1,
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,WinEventLog:Sysmon,3;22,
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,exfiltration,NSM:Flow,,"http.log, ftp.log"
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,exfiltration,WinEventLog:Security,4663;4670;4656,
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,exfiltration,WinEventLog:Sysmon,1,
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,exfiltration,WinEventLog:Sysmon,3;22,
T1049,System Network Connections Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1049,System Network Connections Discovery,discovery,WinEventLog:Sysmon,1,
T1052,Exfiltration Over Physical Medium,exfiltration,WinEventLog:Security,4663;4670;4656,
T1052,Exfiltration Over Physical Medium,exfiltration,WinEventLog:Sysmon,1,
T1052,Exfiltration Over Physical Medium,exfiltration,WinEventLog:Sysmon,11,
T1052,Exfiltration Over Physical Medium,exfiltration,WinEventLog:System,1006;10001,
T1052.001,Exfiltration over USB,exfiltration,WinEventLog:Security,4663;4670;4656,
T1052.001,Exfiltration over USB,exfiltration,WinEventLog:Sysmon,1,
T1052.001,Exfiltration over USB,exfiltration,WinEventLog:Sysmon,11,
T1052.001,Exfiltration over USB,exfiltration,WinEventLog:System,2003,
T1053,Scheduled Task/Job,execution;persistence;privilege-escalation,WinEventLog:Security,4698,
T1053,Scheduled Task/Job,execution;persistence;privilege-escalation,WinEventLog:Sysmon,1,
T1053,Scheduled Task/Job,execution;persistence;privilege-escalation,WinEventLog:Sysmon,2,
T1053.002,At,execution;persistence;privilege-escalation,WinEventLog:Security,4698,
T1053.002,At,execution;persistence;privilege-escalation,WinEventLog:Sysmon,1,
T1053.005,Scheduled Task,execution;persistence;privilege-escalation,WinEventLog:Security,4698,
T1053.005,Scheduled Task,execution;persistence;privilege-escalation,WinEventLog:Security,4702,
T1053.005,Scheduled Task,execution;persistence;privilege-escalation,WinEventLog:Sysmon,1,
T1053.005,Scheduled Task,execution;persistence;privilege-escalation,WinEventLog:Sysmon,11,
T1053.005,Scheduled Task,execution;persistence;privilege-escalation,WinEventLog:Sysmon,13;14,
T1055,Process Injection,stealth;privilege-escalation,WinEventLog:Sysmon,1,
T1055,Process Injection,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055,Process Injection,stealth;privilege-escalation,WinEventLog:Sysmon,7,
T1055,Process Injection,stealth;privilege-escalation,etw:Microsoft-Windows-Kernel-Process,,API calls
T1055.001,Dynamic-link Library Injection,stealth;privilege-escalation,WinEventLog:Sysmon,1,
T1055.001,Dynamic-link Library Injection,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055.001,Dynamic-link Library Injection,stealth;privilege-escalation,WinEventLog:Sysmon,17,
T1055.001,Dynamic-link Library Injection,stealth;privilege-escalation,WinEventLog:Sysmon,7,
T1055.002,Portable Executable Injection,stealth;privilege-escalation,WinEventLog:Sysmon,1,
T1055.002,Portable Executable Injection,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055.002,Portable Executable Injection,stealth;privilege-escalation,WinEventLog:Sysmon,11,
T1055.002,Portable Executable Injection,stealth;privilege-escalation,WinEventLog:Sysmon,8,
T1055.003,Thread Execution Hijacking,stealth;privilege-escalation,WinEventLog:Sysmon,1,
T1055.003,Thread Execution Hijacking,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055.003,Thread Execution Hijacking,stealth;privilege-escalation,WinEventLog:Sysmon,8,
T1055.003,Thread Execution Hijacking,stealth;privilege-escalation,etw:Microsoft-Windows-Kernel-Process,,API Calls
T1055.004,Asynchronous Procedure Call,stealth;privilege-escalation,WinEventLog:Sysmon,1,
T1055.004,Asynchronous Procedure Call,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055.004,Asynchronous Procedure Call,stealth;privilege-escalation,WinEventLog:Sysmon,8,
T1055.004,Asynchronous Procedure Call,stealth;privilege-escalation,etw:Microsoft-Windows-Kernel-Process,,APCQueueOperations
T1055.005,Thread Local Storage,stealth;privilege-escalation,EDR:memory,,MemoryWriteToExecutable
T1055.005,Thread Local Storage,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055.005,Thread Local Storage,stealth;privilege-escalation,WinEventLog:Sysmon,7,
T1055.005,Thread Local Storage,stealth;privilege-escalation,WinEventLog:Sysmon,8,
T1055.011,Extra Window Memory Injection,stealth;privilege-escalation,WinEventLog:Security,4688,
T1055.011,Extra Window Memory Injection,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055.011,Extra Window Memory Injection,stealth;privilege-escalation,etw:Microsoft-Windows-Win32k,,"SetWindowLong, SetClassLong, NtUserMessageCall, SendNotifyMessage, PostMessage"
T1055.012,Process Hollowing,stealth;privilege-escalation,WinEventLog:Sysmon,1,
T1055.012,Process Hollowing,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055.012,Process Hollowing,stealth;privilege-escalation,WinEventLog:Sysmon,8,
T1055.012,Process Hollowing,stealth;privilege-escalation,etw:Microsoft-Windows-Kernel-Process,,"NtUnmapViewOfSection, VirtualAllocEx, WriteProcessMemory, SetThreadContext, Resu"
T1055.013,Process Doppelgänging,stealth;privilege-escalation,WinEventLog:Sysmon,1,
T1055.013,Process Doppelgänging,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055.013,Process Doppelgänging,stealth;privilege-escalation,WinEventLog:Sysmon,11,
T1055.013,Process Doppelgänging,stealth;privilege-escalation,etw:Microsoft-Windows-Kernel-Process,,"CreateTransaction, CreateFileTransacted, RollbackTransaction, NtCreateProcessEx,"
T1055.015,ListPlanting,stealth;privilege-escalation,WinEventLog:Sysmon,1,
T1055.015,ListPlanting,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1055.015,ListPlanting,stealth;privilege-escalation,WinEventLog:Sysmon,8,
T1055.015,ListPlanting,stealth;privilege-escalation,etw:Microsoft-Windows-Win32k,,"SendMessage, PostMessage, LVM_*"
T1056,Input Capture,collection;credential-access,WinEventLog:Security,4663;4670;4656,
T1056,Input Capture,collection;credential-access,WinEventLog:Sysmon,10,
T1056.001,Keylogging,collection;credential-access,WinEventLog:Security,4663;4670;4656,
T1056.001,Keylogging,collection;credential-access,WinEventLog:Sysmon,10,
T1056.001,Keylogging,collection;credential-access,WinEventLog:Sysmon,13;14,
T1056.001,Keylogging,collection;credential-access,WinEventLog:System,7045,
T1056.002,GUI Input Capture,collection;credential-access,WinEventLog:PowerShell,4103;4104;4105;4106,
T1056.002,GUI Input Capture,collection;credential-access,WinEventLog:Sysmon,1,
T1056.003,Web Portal Capture,collection;credential-access,WinEventLog:Sysmon,11,
T1056.003,Web Portal Capture,collection;credential-access,WinEventLog:iis,,IIS Logs
T1056.004,Credential API Hooking,collection;credential-access,WinEventLog:Sysmon,10,
T1056.004,Credential API Hooking,collection;credential-access,WinEventLog:Sysmon,7,
T1056.004,Credential API Hooking,collection;credential-access,WinEventLog:Sysmon,8,
T1057,Process Discovery,discovery,WinEventLog:Security,4688,
T1057,Process Discovery,discovery,WinEventLog:Sysmon,10,
T1059,Command and Scripting Interpreter,execution,WinEventLog:Sysmon,1,
T1059.001,PowerShell,execution,WinEventLog:PowerShell,400;403,
T1059.001,PowerShell,execution,WinEventLog:PowerShell,4103;4104;4105;4106,
T1059.001,PowerShell,execution,WinEventLog:Sysmon,1,
T1059.001,PowerShell,execution,WinEventLog:Sysmon,7,
T1059.003,Windows Command Shell,execution,EDR:scriptblock,,Process Tree + Script Block Logging
T1059.003,Windows Command Shell,execution,WinEventLog:Security,4688,
T1059.003,Windows Command Shell,execution,WinEventLog:Sysmon,7,
T1059.005,Visual Basic,execution,WinEventLog:Sysmon,1,
T1059.005,Visual Basic,execution,WinEventLog:Sysmon,7,
T1059.006,Python,execution,EDR:hunting,,Advanced Hunting: DeviceProcessEvents + DeviceNetworkEvents
T1059.006,Python,execution,WinEventLog:Sysmon,1,
T1059.007,JavaScript,execution,WinEventLog:Sysmon,1,
T1059.007,JavaScript,execution,WinEventLog:Sysmon,7,
T1059.007,JavaScript,execution,m365:defender,,ScriptBlockLogging + AMSI
T1059.010,AutoHotKey & AutoIT,execution,WinEventLog:Sysmon,1,
T1059.010,AutoHotKey & AutoIT,execution,WinEventLog:Sysmon,10,
T1059.010,AutoHotKey & AutoIT,execution,WinEventLog:Sysmon,11,
T1059.011,Lua,execution,WinEventLog:Sysmon,1,
T1059.011,Lua,execution,WinEventLog:Sysmon,11,
T1068,Exploitation for Privilege Escalation,privilege-escalation,WinEventLog:Security,4672,
T1068,Exploitation for Privilege Escalation,privilege-escalation,WinEventLog:Sysmon,1,
T1068,Exploitation for Privilege Escalation,privilege-escalation,WinEventLog:Sysmon,6,
T1069,Permission Groups Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1069,Permission Groups Discovery,discovery,WinEventLog:Security,4688,
T1069.001,Local Groups,discovery,WinEventLog:Security,4688,
T1069.002,Domain Groups,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1069.002,Domain Groups,discovery,WinEventLog:Security,4688,
T1070,Indicator Removal,stealth,WinEventLog:Security,1102,
T1070,Indicator Removal,stealth,WinEventLog:Sysmon,13;14,
T1070,Indicator Removal,stealth,WinEventLog:Sysmon,23,
T1070.003,Clear Command History,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1070.003,Clear Command History,stealth,WinEventLog:Security,4663;4670;4656,
T1070.003,Clear Command History,stealth,WinEventLog:Sysmon,23,
T1070.004,File Deletion,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1070.004,File Deletion,stealth,WinEventLog:Security,4663;4670;4656,
T1070.004,File Deletion,stealth,WinEventLog:Sysmon,23,
T1070.005,Network Share Connection Removal,stealth,NSM:Flow,,SMB2_LOGOFF/SMB_TREE_DISCONNECT
T1070.005,Network Share Connection Removal,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1070.005,Network Share Connection Removal,stealth,WinEventLog:Security,4624;4648,
T1070.005,Network Share Connection Removal,stealth,WinEventLog:Sysmon,1,
T1070.006,Timestomp,stealth,EDR:file,,SetFileTime
T1070.006,Timestomp,stealth,WinEventLog:Security,4663;4670;4656,
T1070.006,Timestomp,stealth,WinEventLog:Sysmon,15,
T1070.007,Clear Network Connection History and Configurations,stealth,EDR:cli,,Command Line Telemetry
T1070.007,Clear Network Connection History and Configurations,stealth,WinEventLog:Security,,Firewall Rule Modification
T1070.007,Clear Network Connection History and Configurations,stealth,WinEventLog:Security,4663;4670;4656,
T1070.007,Clear Network Connection History and Configurations,stealth,WinEventLog:Sysmon,1,
T1070.008,Clear Mailbox Data,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1070.008,Clear Mailbox Data,stealth,WinEventLog:Security,4663;4670;4656,
T1070.008,Clear Mailbox Data,stealth,WinEventLog:Sysmon,23,
T1070.008,Clear Mailbox Data,stealth,m365:exchange,,Transport Rule Modification
T1070.009,Clear Persistence,stealth,WinEventLog:Security,4657,
T1070.009,Clear Persistence,stealth,WinEventLog:Security,4726;4657,
T1070.009,Clear Persistence,stealth,WinEventLog:Sysmon,1,
T1070.009,Clear Persistence,stealth,WinEventLog:TaskScheduler,106,
T1070.010,Relocate Malware,stealth,WinEventLog:Sysmon,11,
T1070.010,Relocate Malware,stealth,WinEventLog:Sysmon,23,
