technique_id,technique,tactics,log_source,event_codes,channel_detail
T1556,Modify Authentication Process,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,10,
T1556,Modify Authentication Process,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,7,
T1556.001,Domain Controller Authentication,defense-impairment;persistence;credential-access,WinEventLog:Security,4624;4648,
T1556.001,Domain Controller Authentication,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,10,
T1556.001,Domain Controller Authentication,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,7,
T1556.001,Domain Controller Authentication,defense-impairment;persistence;credential-access,WinEventLog:System,,Unexpected modification to lsass.exe or cryptdll.dll
T1556.002,Password Filter DLL,defense-impairment;persistence;credential-access,WinEventLog:Security,4657,
T1556.002,Password Filter DLL,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,11,
T1556.002,Password Filter DLL,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,7,
T1556.005,Reversible Encryption,defense-impairment;persistence;credential-access,WinEventLog:PowerShell,4103;4104;4105;4106,
T1556.005,Reversible Encryption,defense-impairment;persistence;credential-access,WinEventLog:Security,4739,
T1556.005,Reversible Encryption,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,1,
T1556.006,Multi-Factor Authentication,defense-impairment;persistence;credential-access,WinEventLog:PowerShell,,Set-ADUser or Set-ADAuthenticationPolicy with MFA attributes disabled
T1556.006,Multi-Factor Authentication,defense-impairment;persistence;credential-access,WinEventLog:Security,4739,
T1556.007,Hybrid Identity,defense-impairment;persistence;credential-access,WinEventLog:Security,,Anomalous logon without MFA enforcement
T1556.007,Hybrid Identity,defense-impairment;persistence;credential-access,WinEventLog:Security,5136,
T1556.007,Hybrid Identity,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,7,
T1556.008,Network Provider DLL,defense-impairment;persistence;credential-access,WinEventLog:Security,4657,
T1556.008,Network Provider DLL,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,10,
T1556.008,Network Provider DLL,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,11,
T1556.008,Network Provider DLL,defense-impairment;persistence;credential-access,WinEventLog:Sysmon,7,
T1557,Adversary-in-the-Middle,credential-access;collection,WinEventLog:Security,4663;4670;4656,
T1557,Adversary-in-the-Middle,credential-access;collection,WinEventLog:Sysmon,3;22,
T1557.001,Name Resolution Poisoning and SMB Relay,credential-access;collection,NSM:Flow,,Abnormal SMB authentication attempts correlated with poisoned LLMNR/NBT-NS sessi
T1557.001,Name Resolution Poisoning and SMB Relay,credential-access;collection,NSM:Flow,,Unusual responses to LLMNR (UDP 5355) or NBT-NS (UDP 137) queries from unauthori
T1557.001,Name Resolution Poisoning and SMB Relay,credential-access;collection,WinEventLog:Security,,Registry key modification HKLM\Software\Policies\Microsoft\Windows NT\DNSClient\
T1557.001,Name Resolution Poisoning and SMB Relay,credential-access;collection,WinEventLog:Security,4697,
T1557.002,ARP Cache Poisoning,credential-access;collection,WinEventLog:Security,,ARP cache modification attempts observed through event tracing or security basel
T1557.002,ARP Cache Poisoning,credential-access;collection,WinEventLog:Sysmon,3;22,
T1557.003,DHCP Spoofing,credential-access;collection,NSM:Flow,,DHCP OFFER or ACK with unauthorized DNS/gateway parameters
T1557.003,DHCP Spoofing,credential-access;collection,WinEventLog:System,1341;1342;1020;1063,
T1558,Steal or Forge Kerberos Tickets,credential-access,WinEventLog:Security,4672;4634,
T1558,Steal or Forge Kerberos Tickets,credential-access,WinEventLog:Sysmon,10,
T1558.001,Golden Ticket,credential-access,WinEventLog:Security,4672;4634,
T1558.001,Golden Ticket,credential-access,WinEventLog:Security,4769,
T1558.001,Golden Ticket,credential-access,WinEventLog:Sysmon,10,
T1558.002,Silver Ticket,credential-access,WinEventLog:Kerberos,,Kerberos TGS-REQ anomalies without KDC validation (Silver Ticket behavior)
T1558.002,Silver Ticket,credential-access,WinEventLog:Security,4672;4634,
T1558.002,Silver Ticket,credential-access,WinEventLog:Sysmon,10,
T1558.003,Kerberoasting,credential-access,WinEventLog:Security,4624;4648,
T1558.003,Kerberoasting,credential-access,WinEventLog:Security,4672,
T1558.003,Kerberoasting,credential-access,WinEventLog:Security,4769,
T1558.003,Kerberoasting,credential-access,WinEventLog:Sysmon,10,
T1558.004,AS-REP Roasting,credential-access,WinEventLog:Security,4768,
T1558.004,AS-REP Roasting,credential-access,WinEventLog:Sysmon,1,
T1559,Inter-Process Communication,execution,WinEventLog:Security,4663;4670;4656,
T1559,Inter-Process Communication,execution,WinEventLog:Sysmon,17,
T1559.001,Component Object Model,execution,WinEventLog:Security,4663;4670;4656,
T1559.001,Component Object Model,execution,WinEventLog:Sysmon,1,
T1559.001,Component Object Model,execution,WinEventLog:Sysmon,7,
T1559.002,Dynamic Data Exchange,execution,WinEventLog:Security,4663;4670;4656,
T1559.002,Dynamic Data Exchange,execution,WinEventLog:Sysmon,1,
T1559.002,Dynamic Data Exchange,execution,WinEventLog:Sysmon,7,
T1560,Archive Collected Data,collection,WinEventLog:Security,4688,
T1560,Archive Collected Data,collection,WinEventLog:Sysmon,11,
T1560,Archive Collected Data,collection,WinEventLog:Sysmon,7,
T1560.001,Archive via Utility,collection,WinEventLog:Security,4688,
T1560.001,Archive via Utility,collection,WinEventLog:Sysmon,11,
T1560.001,Archive via Utility,collection,WinEventLog:Sysmon,7,
T1560.002,Archive via Library,collection,WinEventLog:Security,4688,
T1560.002,Archive via Library,collection,WinEventLog:Sysmon,11,
T1560.002,Archive via Library,collection,WinEventLog:Sysmon,7,
T1560.003,Archive via Custom Method,collection,WinEventLog:Security,4688,
T1560.003,Archive via Custom Method,collection,WinEventLog:Sysmon,10,
T1560.003,Archive via Custom Method,collection,WinEventLog:Sysmon,11,
T1561,Disk Wipe,impact,WinEventLog:Security,4673,
T1561,Disk Wipe,impact,WinEventLog:Sysmon,,Raw disk write access via \\.\PhysicalDrive* or \\.\C:
T1561,Disk Wipe,impact,WinEventLog:Sysmon,6,
T1561.001,Disk Content Wipe,impact,WinEventLog:Security,4673,
T1561.001,Disk Content Wipe,impact,WinEventLog:Sysmon,,Raw disk writes targeting \\.\PhysicalDrive* or MBR locations
T1561.001,Disk Content Wipe,impact,WinEventLog:Sysmon,6,
T1561.002,Disk Structure Wipe,impact,WinEventLog:Security,4673,
T1561.002,Disk Structure Wipe,impact,WinEventLog:Sysmon,,Raw write attempts targeting \\.\PhysicalDrive0 or sector 0 (MBR/partition table
T1561.002,Disk Structure Wipe,impact,WinEventLog:Sysmon,6,
T1563,Remote Service Session Hijacking,lateral-movement,WinEventLog:Security,4624;4648,
T1563,Remote Service Session Hijacking,lateral-movement,WinEventLog:Sysmon,1,
T1563,Remote Service Session Hijacking,lateral-movement,WinEventLog:Sysmon,3;22,
T1563.002,RDP Hijacking,lateral-movement,WinEventLog:Security,4624;4648,
T1563.002,RDP Hijacking,lateral-movement,WinEventLog:Sysmon,1,
T1563.002,RDP Hijacking,lateral-movement,WinEventLog:Sysmon,3;22,
T1563.002,RDP Hijacking,lateral-movement,WinEventLog:System,7045,
T1564,Hide Artifacts,stealth,WinEventLog:Sysmon,1,
T1564,Hide Artifacts,stealth,WinEventLog:Sysmon,11,
T1564,Hide Artifacts,stealth,WinEventLog:Sysmon,13;14,
T1564.001,Hidden Files and Directories,stealth,WinEventLog:Sysmon,1,
T1564.001,Hidden Files and Directories,stealth,WinEventLog:Sysmon,11,
T1564.002,Hidden Users,stealth,WinEventLog:Security,4720,
T1564.002,Hidden Users,stealth,WinEventLog:Sysmon,13;14,
T1564.003,Hidden Window,stealth,WinEventLog:Sysmon,1,
T1564.003,Hidden Window,stealth,WinEventLog:Sysmon,13;14,
T1564.004,NTFS File Attributes,stealth,WinEventLog:Sysmon,1,
T1564.004,NTFS File Attributes,stealth,WinEventLog:Sysmon,11,
T1564.004,NTFS File Attributes,stealth,WinEventLog:Sysmon,15,
T1564.004,NTFS File Attributes,stealth,etw:Microsoft-Windows-Kernel-File,,ZwSetEaFile or ZwQueryEaFile function calls
T1564.005,Hidden File System,stealth,WinEventLog:Security,4663;4670;4656,
T1564.005,Hidden File System,stealth,WinEventLog:Sysmon,13;14,
T1564.005,Hidden File System,stealth,etw:Microsoft-Windows-Kernel-Storage,,Raw disk I/O operations bypassing NTFS APIs
T1564.006,Run Virtual Instance,stealth,WinEventLog:Security,4657,
T1564.006,Run Virtual Instance,stealth,WinEventLog:Sysmon,1,
T1564.006,Run Virtual Instance,stealth,WinEventLog:System,7045,
T1564.007,VBA Stomping,stealth,WinEventLog:Sysmon,1,
T1564.007,VBA Stomping,stealth,WinEventLog:Sysmon,11,
T1564.008,Email Hiding Rules,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1564.008,Email Hiding Rules,stealth,m365:unified,,New-InboxRule or Set-InboxRule events recorded in Exchange Online
T1564.010,Process Argument Spoofing,stealth,WinEventLog:Security,4688,
T1564.010,Process Argument Spoofing,stealth,WinEventLog:Sysmon,10,
T1564.011,Ignore Process Interrupts,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1564.011,Ignore Process Interrupts,stealth,WinEventLog:Sysmon,1,
T1564.012,File/Path Exclusions,stealth,WinEventLog:Security,4663;4670;4656,
T1564.012,File/Path Exclusions,stealth,WinEventLog:Sysmon,11,
T1565,Data Manipulation,impact,WinEventLog:Security,4663;4670;4656,
T1565,Data Manipulation,impact,WinEventLog:Sysmon,11,
T1565,Data Manipulation,impact,WinEventLog:Sysmon,15,
T1565,Data Manipulation,impact,WinEventLog:Sysmon,2,
T1565.001,Stored Data Manipulation,impact,WinEventLog:Security,4663;4670;4656,
T1565.001,Stored Data Manipulation,impact,WinEventLog:Sysmon,11,
T1565.001,Stored Data Manipulation,impact,WinEventLog:Sysmon,15,
T1565.001,Stored Data Manipulation,impact,WinEventLog:Sysmon,23,
T1565.002,Transmitted Data Manipulation,impact,WinEventLog:Sysmon,15,
T1565.002,Transmitted Data Manipulation,impact,WinEventLog:Sysmon,3;22,
T1565.003,Runtime Data Manipulation,impact,WinEventLog:Security,4657,
T1565.003,Runtime Data Manipulation,impact,WinEventLog:Sysmon,11,
T1565.003,Runtime Data Manipulation,impact,WinEventLog:Sysmon,15,
T1566,Phishing,initial-access,WinEventLog:Sysmon,1,
T1566,Phishing,initial-access,WinEventLog:Sysmon,11,
T1566,Phishing,initial-access,m365:unified,,"Send/Receive: Emails with suspicious sender domains, spoofed headers, or anomalo"
T1566.001,Spearphishing Attachment,initial-access,WinEventLog:Sysmon,1,
T1566.001,Spearphishing Attachment,initial-access,WinEventLog:Sysmon,11,
T1566.001,Spearphishing Attachment,initial-access,WinEventLog:Sysmon,3;22,
T1566.001,Spearphishing Attachment,initial-access,m365:unified,,Send/Receive: Inbound emails with attachments from suspicious or spoofed senders
T1566.002,Spearphishing Link,initial-access,WinEventLog:Security,4688,
T1566.002,Spearphishing Link,initial-access,WinEventLog:Sysmon,3;22,
T1566.002,Spearphishing Link,initial-access,m365:unified,,Send/Receive: Inbound emails containing embedded or shortened URLs
T1566.003,Spearphishing via Service,initial-access,WinEventLog:Security,4688,
T1566.003,Spearphishing via Service,initial-access,WinEventLog:Sysmon,11,
T1566.003,Spearphishing via Service,initial-access,WinEventLog:Sysmon,3;22,
T1566.004,Spearphishing Voice,initial-access,ApplicationLog:CallRecords,,Outbound or inbound calls to high-risk or blocklisted numbers
T1567,Exfiltration Over Web Service,exfiltration,WinEventLog:Security,4688,
T1567,Exfiltration Over Web Service,exfiltration,WinEventLog:Sysmon,11,
T1567,Exfiltration Over Web Service,exfiltration,WinEventLog:Sysmon,3;22,
T1567.001,Exfiltration to Code Repository,exfiltration,WinEventLog:Security,4663;4670;4656,
T1567.001,Exfiltration to Code Repository,exfiltration,WinEventLog:Sysmon,1,
T1567.001,Exfiltration to Code Repository,exfiltration,WinEventLog:Sysmon,3;22,
T1567.002,Exfiltration to Cloud Storage,exfiltration,WinEventLog:Security,4663;4670;4656,
T1567.002,Exfiltration to Cloud Storage,exfiltration,WinEventLog:Sysmon,1,
T1567.002,Exfiltration to Cloud Storage,exfiltration,WinEventLog:Sysmon,3;22,
T1567.003,Exfiltration to Text Storage Sites,exfiltration,WinEventLog:Security,4663;4670;4656,
T1567.003,Exfiltration to Text Storage Sites,exfiltration,WinEventLog:Sysmon,1,
T1567.003,Exfiltration to Text Storage Sites,exfiltration,WinEventLog:Sysmon,3;22,
T1567.004,Exfiltration Over Webhook,exfiltration,WinEventLog:Security,4663;4670;4656,
T1567.004,Exfiltration Over Webhook,exfiltration,WinEventLog:Sysmon,1,
T1567.004,Exfiltration Over Webhook,exfiltration,WinEventLog:Sysmon,3;22,
T1568,Dynamic Resolution,command-and-control,WinEventLog:Sysmon,1,
T1568,Dynamic Resolution,command-and-control,WinEventLog:Sysmon,3;22,
T1568.001,Fast Flux DNS,command-and-control,WinEventLog:Security,1,
T1568.001,Fast Flux DNS,command-and-control,WinEventLog:Sysmon,3;22,
T1568.002,Domain Generation Algorithms,command-and-control,WinEventLog:Security,4688,
T1568.002,Domain Generation Algorithms,command-and-control,WinEventLog:Sysmon,3;22,
T1568.003,DNS Calculation,command-and-control,WinEventLog:Sysmon,1,
T1568.003,DNS Calculation,command-and-control,WinEventLog:Sysmon,3;22,
T1569,System Services,execution,WinEventLog:Security,4697,
T1569,System Services,execution,WinEventLog:Sysmon,1,
T1569,System Services,execution,WinEventLog:Sysmon,13;14,
T1569.002,Service Execution,execution,WinEventLog:Security,4697,
T1569.002,Service Execution,execution,WinEventLog:Sysmon,1,
T1569.002,Service Execution,execution,WinEventLog:Sysmon,13;14,
T1569.002,Service Execution,execution,WinEventLog:Sysmon,3;22,
T1570,Lateral Tool Transfer,lateral-movement,WinEventLog:Security,5140,
T1570,Lateral Tool Transfer,lateral-movement,WinEventLog:Sysmon,1,
T1570,Lateral Tool Transfer,lateral-movement,WinEventLog:Sysmon,11,
T1571,Non-Standard Port,command-and-control,WinEventLog:Security,5156;5157,
T1571,Non-Standard Port,command-and-control,WinEventLog:Sysmon,1,
T1572,Protocol Tunneling,command-and-control,WinEventLog:Sysmon,1,
T1572,Protocol Tunneling,command-and-control,WinEventLog:Sysmon,3;22,
T1573,Encrypted Channel,command-and-control,WinEventLog:Sysmon,3;22,
T1573,Encrypted Channel,command-and-control,WinEventLog:Sysmon,7,
T1573.001,Symmetric Cryptography,command-and-control,WinEventLog:Sysmon,3;22,
T1573.001,Symmetric Cryptography,command-and-control,WinEventLog:Sysmon,7,
T1573.002,Asymmetric Cryptography,command-and-control,WinEventLog:Sysmon,3;22,
T1573.002,Asymmetric Cryptography,command-and-control,WinEventLog:Sysmon,7,
T1574,Hijack Execution Flow,stealth;execution,WinEventLog:Security,4657,
T1574,Hijack Execution Flow,stealth;execution,WinEventLog:Sysmon,1,
T1574,Hijack Execution Flow,stealth;execution,WinEventLog:Sysmon,11,
T1574,Hijack Execution Flow,stealth;execution,WinEventLog:Sysmon,7,
T1574.001,DLL,stealth;execution,WinEventLog:Security,4657,
T1574.001,DLL,stealth;execution,WinEventLog:Sysmon,1,
T1574.001,DLL,stealth;execution,WinEventLog:Sysmon,11,
T1574.001,DLL,stealth;execution,WinEventLog:Sysmon,15,
T1574.001,DLL,stealth;execution,WinEventLog:Sysmon,7,
T1574.005,Executable Installer File Permissions Weakness,stealth;execution,WinEventLog:Sysmon,1,
T1574.005,Executable Installer File Permissions Weakness,stealth;execution,WinEventLog:Sysmon,11,
T1574.005,Executable Installer File Permissions Weakness,stealth;execution,WinEventLog:Sysmon,15,
T1574.005,Executable Installer File Permissions Weakness,stealth;execution,WinEventLog:Sysmon,7,
T1574.007,Path Interception by PATH Environment Variable,stealth;execution,WinEventLog:Security,4657,
T1574.007,Path Interception by PATH Environment Variable,stealth;execution,WinEventLog:Sysmon,1,
T1574.007,Path Interception by PATH Environment Variable,stealth;execution,WinEventLog:Sysmon,11,
T1574.008,Path Interception by Search Order Hijacking,stealth;execution,WinEventLog:Sysmon,1,
T1574.008,Path Interception by Search Order Hijacking,stealth;execution,WinEventLog:Sysmon,11,
T1574.008,Path Interception by Search Order Hijacking,stealth;execution,WinEventLog:Sysmon,15,
T1574.009,Path Interception by Unquoted Path,stealth;execution,WinEventLog:Security,4657,
T1574.009,Path Interception by Unquoted Path,stealth;execution,WinEventLog:Sysmon,1,
T1574.009,Path Interception by Unquoted Path,stealth;execution,WinEventLog:Sysmon,11,
T1574.009,Path Interception by Unquoted Path,stealth;execution,WinEventLog:Sysmon,15,
T1574.010,Services File Permissions Weakness,stealth;execution,WinEventLog:Sysmon,1,
T1574.010,Services File Permissions Weakness,stealth;execution,WinEventLog:Sysmon,11,
T1574.010,Services File Permissions Weakness,stealth;execution,WinEventLog:Sysmon,15,
T1574.010,Services File Permissions Weakness,stealth;execution,WinEventLog:System,7045,
T1574.011,Services Registry Permissions Weakness,stealth;execution,WinEventLog:Security,4657,
T1574.011,Services Registry Permissions Weakness,stealth;execution,WinEventLog:Sysmon,1,
T1574.011,Services Registry Permissions Weakness,stealth;execution,WinEventLog:System,7040,
T1574.012,COR_PROFILER,stealth;execution,WinEventLog:Security,4657,
T1574.012,COR_PROFILER,stealth;execution,WinEventLog:Sysmon,1,
T1574.012,COR_PROFILER,stealth;execution,WinEventLog:Sysmon,11,
T1574.012,COR_PROFILER,stealth;execution,WinEventLog:Sysmon,7,
T1574.013,KernelCallbackTable,stealth;execution,WinEventLog:Sysmon,1,
T1574.013,KernelCallbackTable,stealth;execution,WinEventLog:Sysmon,10,
T1574.013,KernelCallbackTable,stealth;execution,etw:Microsoft-Windows-Kernel-Process,,WriteProcessMemory: WriteProcessMemory targeting regions containing KernelCallba
T1574.014,AppDomainManager,stealth;execution,WinEventLog:Security,4688,
T1574.014,AppDomainManager,stealth;execution,WinEventLog:Sysmon,11,
T1574.014,AppDomainManager,stealth;execution,WinEventLog:Sysmon,7,
T1606,Forge Web Credentials,credential-access,WinEventLog:Security,4624;4648,
T1606,Forge Web Credentials,credential-access,WinEventLog:Sysmon,10,
T1606.001,Web Cookies,credential-access,WinEventLog:Security,4624;4648,
T1606.001,Web Cookies,credential-access,WinEventLog:Sysmon,11,
T1606.002,SAML Tokens,credential-access,WinEventLog:ADFS,,Token issuance events showing anomalous claims or issuers
T1606.002,SAML Tokens,credential-access,WinEventLog:Security,4624;4648,
T1611,Escape to Host,privilege-escalation,WinEventLog:Security,4688,
T1611,Escape to Host,privilege-escalation,WinEventLog:Sysmon,11,
T1614,System Location Discovery,discovery,WinEventLog:Security,4688,
T1614,System Location Discovery,discovery,etw:Microsoft-Windows-Kernel-Base,,"GetLocaleInfoW, GetTimeZoneInformation API calls"
T1614.001,System Language Discovery,discovery,ETW,,"Calls to GetUserDefaultUILanguage, GetSystemDefaultUILanguage, GetKeyboardLayout"
T1614.001,System Language Discovery,discovery,WinEventLog:Security,4657,
T1614.001,System Language Discovery,discovery,WinEventLog:Sysmon,1,
T1615,Group Policy Discovery,discovery,NSM:Flow,,query: High-volume LDAP traffic with filters targeting groupPolicyContainer attr
T1615,Group Policy Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1615,Group Policy Discovery,discovery,WinEventLog:Security,4661,
T1615,Group Policy Discovery,discovery,WinEventLog:Sysmon,1,
T1620,Reflective Code Loading,stealth,WinEventLog:Sysmon,1,
T1620,Reflective Code Loading,stealth,WinEventLog:Sysmon,10,
T1620,Reflective Code Loading,stealth,WinEventLog:Sysmon,7,
T1620,Reflective Code Loading,stealth,etw:Microsoft-Antimalware-Scan-Interface,,Amsi/Script content + API verdicts during in-memory staging
T1620,Reflective Code Loading,stealth,etw:Microsoft-Windows-DotNETRuntime,,AssemblyLoad/ModuleLoad (Loader keyword) from Microsoft-Windows-DotNETRuntime
T1621,Multi-Factor Authentication Request Generation,credential-access,WinEventLog:Security,4625,
T1622,Debugger Evasion,stealth;discovery,WinEventLog:Sysmon,1,
T1622,Debugger Evasion,stealth;discovery,etw:Microsoft-Windows-Kernel-Process,,NtQueryInformationProcess
T1649,Steal or Forge Authentication Certificates,credential-access,WinEventLog:Security,4657,
T1649,Steal or Forge Authentication Certificates,credential-access,WinEventLog:Security,4768,
T1652,Device Driver Discovery,discovery,WinEventLog:Security,4688,
T1652,Device Driver Discovery,discovery,WinEventLog:Sysmon,13;14,
T1653,Power Settings,persistence,WinEventLog:Security,4688,
T1654,Log Enumeration,discovery,WinEventLog:Security,4663;4670;4656,
T1654,Log Enumeration,discovery,WinEventLog:Security,4688,
T1657,Financial Theft,impact,WinEventLog:Security,4624;4648,
T1657,Financial Theft,impact,WinEventLog:Sysmon,1,
T1659,Content Injection,initial-access;command-and-control,NSM:Flow,,Unexpected script or binary content returned in HTTP response body
T1659,Content Injection,initial-access;command-and-control,WinEventLog:Security,4688,
T1659,Content Injection,initial-access;command-and-control,WinEventLog:Sysmon,11,
T1665,Hide Infrastructure,command-and-control,WinEventLog:Security,5156;5157,
T1665,Hide Infrastructure,command-and-control,dns:query,,Excessive lookups for domains with suspicious WHOIS or short TTL values
T1667,Email Bombing,impact,WinEventLog:Sysmon,11,
T1667,Email Bombing,impact,m365:unified,,Send/Receive: Unusual spikes in inbound messages to a single recipient
T1668,Exclusive Control,persistence,WinEventLog:Security,4688,
T1668,Exclusive Control,persistence,WinEventLog:Sysmon,5,
T1669,Wi-Fi Networks,initial-access,WinEventLog:Microsoft-Windows-WLAN-AutoConfig,8001;8002;8003,
T1669,Wi-Fi Networks,initial-access,WinEventLog:Security,4776;4625,
T1673,Virtual Machine Discovery,discovery,WinEventLog:Security,4688,
T1674,Input Injection,execution,WinEventLog:PowerShell,4103;4104;4105;4106,
T1674,Input Injection,execution,WinEventLog:Security,4688,
T1674,Input Injection,execution,WinEventLog:System,2003,
T1678,Delay Execution,stealth,WinEventLog:Sysmon,1,
T1678,Delay Execution,stealth,WinEventLog:Sysmon,7,
T1679,Selective Exclusion,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1679,Selective Exclusion,stealth,WinEventLog:Security,4663;4670;4656,
T1679,Selective Exclusion,stealth,WinEventLog:Security,4688,
T1680,Local Storage Discovery,discovery,WinEventLog:Sysmon,1,
T1684,Social Engineering,stealth,WinEventLog:Security,4624;4648,
T1684,Social Engineering,stealth,WinEventLog:Sysmon,1,
T1684,Social Engineering,stealth,WinEventLog:Sysmon,11,
T1684,Social Engineering,stealth,WinEventLog:Sysmon,3;22,
T1684.001,Impersonation,stealth,WinEventLog:Security,4624;4648,
T1684.001,Impersonation,stealth,m365:unified,,SendOnBehalf/SendAs: Emails sent where the sending identity mismatches account o
T1684.002,Email Spoofing,stealth,m365:messagetrace,,AuthenticationDetails=fail OR SPF=fail OR DKIM=fail OR DMARC=fail
T1685,Disable or Modify Tools,defense-impairment,WinEventLog:Sysmon,13;14,
T1685,Disable or Modify Tools,defense-impairment,WinEventLog:Sysmon,5,
T1685,Disable or Modify Tools,defense-impairment,WinEventLog:System,7045,
T1685.001,Disable or Modify Windows Event Log,defense-impairment,WinEventLog:Security,1102,
T1685.001,Disable or Modify Windows Event Log,defense-impairment,WinEventLog:Sysmon,1,
T1685.001,Disable or Modify Windows Event Log,defense-impairment,WinEventLog:Sysmon,13;14,
T1685.001,Disable or Modify Windows Event Log,defense-impairment,WinEventLog:System,7035,
T1685.003,Modify or Spoof Tool UI,defense-impairment,WinEventLog:Sysmon,1,
T1685.003,Modify or Spoof Tool UI,defense-impairment,WinEventLog:System,7036,
T1685.005,Clear Windows Event Logs,defense-impairment,WinEventLog:Security,1102,
T1685.005,Clear Windows Event Logs,defense-impairment,WinEventLog:Sysmon,1,
T1685.005,Clear Windows Event Logs,defense-impairment,WinEventLog:Sysmon,23,
T1686,Disable or Modify System Firewall,defense-impairment,WinEventLog:Security,4688,
T1686,Disable or Modify System Firewall,defense-impairment,WinEventLog:Sysmon,13;14,
T1686.003,Windows Host Firewall,defense-impairment,WinEventLog:Security,4688,
T1686.003,Windows Host Firewall,defense-impairment,WinEventLog:Security,5156;5157,
T1686.003,Windows Host Firewall,defense-impairment,WinEventLog:Sysmon,1,
T1686.003,Windows Host Firewall,defense-impairment,WinEventLog:Sysmon,12,
T1686.003,Windows Host Firewall,defense-impairment,WinEventLog:Sysmon,13;14,
T1686.003,Windows Host Firewall,defense-impairment,WinEventLog:Sysmon,3;22,
T1686.003,Windows Host Firewall,defense-impairment,WinEventLog:System,7036,
T1687,Exploitation for Defense Impairment,defense-impairment,WinEventLog:Security,4688,
T1687,Exploitation for Defense Impairment,defense-impairment,WinEventLog:Sysmon,1,
T1687,Exploitation for Defense Impairment,defense-impairment,WinEventLog:Sysmon,6,
T1687,Exploitation for Defense Impairment,defense-impairment,WinEventLog:System,7035,
T1688,Safe Mode Boot,defense-impairment,WinEventLog:Security,4688,
T1688,Safe Mode Boot,defense-impairment,WinEventLog:Sysmon,12,
T1688,Safe Mode Boot,defense-impairment,WinEventLog:Sysmon,13;14,
T1689,Downgrade Attack,defense-impairment,WinEventLog:Security,4657,
T1689,Downgrade Attack,defense-impairment,WinEventLog:Sysmon,1,
T1690,Prevent Command History Logging,defense-impairment,WinEventLog:PowerShell,4103;4104;4105;4106,
T1690,Prevent Command History Logging,defense-impairment,WinEventLog:Sysmon,1,
